Date,A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AON,APA,APD,AVB,AVY,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BMY,BR,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMI,CMS,CNC,CNP,COF,COP,COST,CPB,CSCO,CSX,CTAS,CTSH,CVS,CVX,D,DD,DE,DG,DGX,DHI,DHR,DIS,DOV,DRI,DTE,DUK,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMR,EOG,EQR,ETN,ETR,EXC,EXPD,EXPE,F,FCX,FDX,FE,FIS,FISV,FITB,GD,GE,GILD,GIS,GLW,GOOGL,GPC,GS,GWW,HAL,HAS,HBAN,HCA,HD,HIG,HLT,HON,HPQ,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,ITW,JBL,JCI,JNJ,JPM,KEY,KIM,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LLY,LMT,LOW,LUV,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MKC,MMM,MO,MRK,MS,MSFT,MSI,MTB,MU,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,OKE,OMC,ORCL,OXY,PAYX,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PNC,PNW,PPG,PPL,PRU,PSA,PTC,QCOM,RF,RL,ROK,SBUX,SCHW,SHW,SLB,SNA,SNDK,SO,SPG,SPGI,SRE,STT,STZ,SWK,SYK,SYY,T,TAP,TEL,TER,TGT,TJX,TMO,TPR,TROW,TRV,TSN,TT,TXN,TXT,UNH,UNP,UPS,USB,VLO,VMC,VRSN,VZ,WAT,WFC,WM,WMB,WMT,WY,XEL,XOM,YUM
1996-04-12,,0.1910145282745361,4.508199691772461,,,7.30654239654541,8.338960647583008,9.961861610412598,,10.597979545593262,,,256.00848388671875,,,10.05182933807373,3.1878488063812256,8.5625,9.25807285308838,,,,,,13.886804580688477,,13.89120101928711,9.256486892700195,,25.110227584838867,8.962640762329102,5.840506076812744,,9.659079551696776,,2.2483069896698,,6.445942401885986,6.938082218170166,,10.90625,,50.58038711547852,5.618518352508545,,8.366113662719727,8.41130542755127,,,,,,9.007214546203612,,,5.105952262878418,9.165932655334473,1.7563053369522097,,5.276590824127197,,,4.162723541259766,,5.693722248077393,6.212992191314697,12.307644844055176,3.289177417755127,1.4500257968902588,,,5.110605716705322,9.285846710205078,5.11761474609375,6.812313556671143,11.7760648727417,,,,,15.04966163635254,8.767451286315918,4.187991142272949,7.341211795806885,10.871768951416016,,,,5.251811504364014,7.4355034828186035,,5.88792896270752,,8.957003593444824,,,5.304749011993408,3.8185439109802246,2.8354384899139404,,,4.271699905395508,9.099620819091797,14.362421989440918,,,,7.523429870605469,7.998510360717773,31.31366539001465,,5.54984188079834,5.844455242156982,,11.449492454528809,,20.29767227172852,8.792049407958984,7.857044696807861,,,5.726621627807617,12.421448707580566,,13.399822235107422,4.638555526733398,,9.488571166992188,21.06057929992676,13.318120956420898,,22.229738235473636,4.2067952156066895,,13.742775917053224,8.555511474609375,,9.067482948303224,10.702150344848633,9.897205352783203,6.626423358917236,,,13.454116821289062,,9.414226531982422,3.7545361518859854,9.994365692138672,,,14.483758926391602,18.29207992553711,2.64082932472229,4.865133285522461,,6.218657493591309,12.570324897766112,,,6.51683521270752,,8.301340103149414,,,11.461092948913574,1.2645223140716553,10.581503868103027,6.068371772766113,3.852007150650024,45.13264083862305,,15.83320140838623,2.0403826236724854,36.758033752441406,,3.874390125274658,14.187191009521484,13.833510398864746,,,7.433543682098389,,1.3708691596984863,,2.6059060096740723,4.954327583312988,,1.109663486480713,11.021852493286133,3.5671703815460205,13.922982215881348,3.9689979553222656,,9.861824989318848,,10.200169563293455,2.4689178466796875,,11.782190322875977,,11.792637825012209,2.5896360874176025,,,,,,,7.915557861328125,,,4.4838080406188965,10.646191596984863,14.474143981933594,,3.473295927047729,,6.274363517761231,,,,12.7792329788208,,3.965214729309082,2.8001511096954346,4.887945652008057,,,4.264728546142578,0.5628364682197571,,,,12.690755844116213,,,3.819087028503418,14.851428985595703,5.869108200073242,6.1559271812438965,,2.841463565826416,,,,6.965548992156982,,4.0711669921875,,4.258240222930908,2.3511765003204346,6.522040843963623,6.620744705200195,8.092950820922852,
1996-04-15,,0.1928870677947998,4.481043338775635,,,7.210405349731445,8.422073364257812,9.932473182678224,,10.630585670471191,,,257.0448303222656,,,9.831256866455078,3.238719701766968,8.625,9.226363182067873,,,,,,13.857510566711426,,13.89120101928711,9.4534330368042,,25.110227584838867,9.1954345703125,6.030021667480469,,9.781731605529783,,2.2777936458587646,,6.312349796295166,6.864496231079102,,10.9375,,51.82670593261719,5.618518352508545,,8.529858589172363,8.3408203125,,,,,,8.964015007019043,,,5.09759521484375,9.265406608581545,1.7825186252593994,,5.323986530303955,,,4.138521194458008,,5.80463981628418,6.296393394470215,12.255813598632812,3.1858298778533936,1.4699987173080444,,,5.127358913421631,9.495464324951172,5.150953769683838,6.928927898406982,11.53072452545166,,,,,15.172270774841309,9.192087173461914,4.227499961853027,7.341211795806885,11.014066696166992,,,,5.317183971405029,7.4355034828186035,,5.747740745544434,,9.070562362670898,,,5.359435558319092,3.800094604492188,2.8067986965179443,,,4.33405876159668,9.133703231811523,15.012981414794922,,,,7.473608016967773,8.049454689025879,31.873760223388672,,5.524898052215576,6.016353130340576,,11.32156467437744,,20.607566833496094,8.674816131591797,7.696143627166748,,,5.854235649108887,12.488228797912598,,13.429598808288574,4.741904258728027,,9.488571166992188,21.499340057373047,13.631665229797363,,22.471376419067383,4.277348518371582,,13.91673755645752,8.72800350189209,,9.254440307617188,10.83800220489502,9.987499237060549,6.757205486297607,,,13.619638442993164,,9.443371772766112,3.8092684745788574,10.010998725891112,,,14.189970970153809,18.531959533691406,2.651519536972046,5.178338050842285,,6.450054168701172,12.602803230285645,,,6.565469741821289,,8.378020286560059,,,11.617477416992188,1.2698503732681274,10.494237899780272,6.212856769561768,3.94307279586792,46.667762756347656,,15.894103050231934,2.022588014602661,36.4390983581543,,3.9258220195770255,14.24820327758789,13.939751625061035,,,7.387466907501221,,1.3984243869781494,,2.572591781616211,4.979228019714356,,1.0981045961380005,10.841168403625488,3.550262451171875,14.03526496887207,3.990568637847901,,9.98028564453125,,10.234275817871094,2.5182974338531494,,11.981045722961426,,11.822870254516602,2.6332814693450928,,,,,,,7.915557861328125,,,4.536870002746582,10.487765312194824,14.70949363708496,,3.5112578868865967,,6.402601718902588,,,,12.865185737609863,,4.010964870452881,2.851868152618408,4.9883809089660645,,,4.340575218200684,0.579637885093689,,,,12.749918937683104,,,3.884130716323853,15.007050514221191,5.965917110443115,6.21422290802002,,2.841463565826416,,,,6.994035720825195,,4.155985355377197,,4.247323036193848,2.364166498184204,6.556734085083008,6.620744705200195,8.265935897827148,
1996-04-16,,0.1938233077526092,4.453884601593018,,,7.162336349487305,8.64371109008789,10.050016403198242,,10.532756805419922,,,254.97201538085935,,,9.957297325134276,3.3574142456054688,8.5625,9.21579360961914,,,,,,13.65242862701416,,13.86005973815918,9.305723190307615,,24.879138946533203,8.977195739746094,5.961105346679688,,9.751070976257324,,2.2556796073913574,,6.278952598571777,6.927571296691895,,10.84375,,51.51513671875,5.4810638427734375,,8.395886421203613,8.317323684692383,,,,,,8.899216651916504,,,5.1477370262146,9.19435214996338,1.815285563468933,,5.292387962341309,,,4.065914630889893,,5.97101640701294,6.212992191314697,12.333559036254885,3.31613826751709,1.5059497356414795,,,5.160871505737305,9.495464324951172,5.100944995880127,6.958083629608154,11.98635196685791,,,,,15.264223098754885,9.616724967956545,4.227499961853027,7.341211795806885,11.014066696166992,,,,5.273599147796631,7.373542785644531,,5.747740745544434,,9.013785362243652,,,5.337562561035156,3.892329692840576,2.792476892471313,,,4.412007808685303,9.133703231811523,15.03801441192627,,,,7.373960018157959,8.015495300292969,31.67009925842285,,5.475009441375732,5.844455242156982,,11.385533332824709,,20.723773956298828,8.889735221862793,7.857044696807861,,,5.918042182922363,12.187711715698242,,13.638052940368652,4.839173793792725,,9.408571243286133,21.938112258911133,13.7958984375,,22.229738235473636,4.577201843261719,,14.308143615722656,8.814249038696289,,9.192129135131836,11.00404930114746,9.969443321228027,6.626423358917236,,,13.832444190979004,,9.487092971801758,3.721698045730591,9.761550903320312,,,13.866806983947754,18.14212417602539,2.598062515258789,5.094815731048584,,6.507899761199951,12.635282516479492,,,6.614100933074951,,8.320511817932129,,,11.52811336517334,1.292938470840454,10.472419738769531,6.068371772766113,4.009137153625488,47.58882522583008,,16.503070831298828,2.02851939201355,35.72149658203125,,4.040110111236572,14.1566801071167,14.088495254516602,,,7.51033353805542,,1.4190917015075684,,2.713252305984497,5.128603935241699,,1.105328917503357,10.961627006530762,3.5671703815460205,13.894912719726562,3.9689979553222656,,10.113545417785645,,10.234275817871094,2.530640125274658,,11.732476234436035,,11.974064826965332,2.6187310218811035,,,,,,,7.986235618591309,,,4.642995834350586,10.74124813079834,14.70949363708496,,3.4922783374786377,,6.411759853363037,,,,12.75057601928711,,3.965214729309082,2.8888089656829834,5.0888190269470215,,,4.375577449798584,0.5852378010749817,,,,12.779500961303713,,,3.995639801025391,15.14045238494873,6.062729358673096,6.330810546875,,2.836019515991211,,,,6.8658366203308105,,4.1135783195495605,,4.290996074676514,2.3511765003204346,6.782230377197266,6.60327672958374,8.265935897827148,
1996-04-17,,0.189141109585762,4.426725387573242,,,7.258474826812744,8.505184173583984,9.756155967712402,,10.500146865844728,,,253.59007263183597,,,10.05182933807373,3.312196731567383,8.4375,8.98328971862793,,,,,,13.623135566711426,,13.828908920288086,9.42881679534912,,24.49402236938477,8.991740226745605,5.909416675567627,,9.705074310302734,,2.285164594650269,,6.282318592071533,6.822443962097168,,10.65625,,50.16493606567383,5.395153522491455,,8.06838607788086,8.270336151123047,,,,,,8.910015106201172,,,5.072526931762695,9.165932655334473,1.821838855743408,,5.276590824127197,,,4.065914630889893,,5.860097408294678,6.212992191314697,12.22991180419922,3.298164129257202,1.5059497356414795,,,5.24465274810791,9.390655517578123,5.084275245666504,6.9192094802856445,11.63587474822998,,,,,15.29487133026123,9.591744422912598,4.227499961853027,7.312642097473144,11.014066696166992,,,,5.2953948974609375,7.373542785644531,,5.794471740722656,,8.957003593444824,,,5.304749011993408,3.8185439109802246,2.821117877960205,,,4.567910194396973,8.861053466796875,14.987959861755373,,,,7.373960018157959,8.134370803833008,31.873760223388672,,5.475009441375732,5.844455242156982,,11.513456344604492,,20.68503761291504,8.616206169128418,7.830228805541992,,,5.886136531829834,12.488228797912598,,13.518927574157717,4.784461975097656,,9.32855987548828,21.3896484375,12.57158374786377,,22.350549697875977,4.528699398040772,,14.090699195861816,9.090231895446776,,9.254440307617188,10.943668365478516,9.861074447631836,6.582826137542725,,,13.737859725952148,,9.341360092163086,3.7326464653015137,9.91122055053711,,,13.279231071472168,18.14212417602539,2.5659873485565186,5.3036208152771,,6.507899761199951,12.21302318572998,,,6.565469741821289,,8.128793716430664,,,11.550454139709473,1.27517831325531,10.516056060791016,6.111719608306885,4.035324573516846,47.077144622802734,,16.44217300415039,2.0107264518737797,35.72149658203125,,4.240112781524658,14.187191009521484,14.024752616882324,,,7.479616165161133,,1.4122023582458496,,2.765073537826538,5.302878379821777,,1.1038841009140017,11.021852493286133,3.533357620239258,13.754559516906738,3.9474294185638423,,9.99750804901123,,10.54130744934082,2.530640125274658,,11.831908226013184,,11.943832397460938,2.604184150695801,,,,,,,8.021570205688477,,,4.576666355133057,10.376869201660156,14.6310396194458,,3.359419584274292,,6.457558155059815,,,,13.524219512939451,,3.965214729309082,2.933138370513916,5.021862030029297,,,4.375577449798584,0.5852378010749817,,,,12.779500961303713,,,4.014221668243408,15.629568099975586,5.893311023712158,6.319154739379883,,2.8251333236694336,,,,7.051016330718994,,4.0711669921875,,4.247323036193848,2.338186264038086,6.747538566589356,6.620744705200195,8.253572463989258,
1996-04-18,,0.1853959709405899,4.453884601593018,,,7.30654239654541,8.505184173583984,9.873703956604004,,10.532756805419922,,,251.1716461181641,,,10.335424423217772,3.3687186241149902,8.625,9.680816650390623,,,,,,13.711021423339844,,13.828908920288086,9.281109809875488,,25.07171440124512,8.991740226745605,6.064476013183594,,9.858394622802734,,2.2483069896698,,6.417061805725098,6.896036624908447,,10.65625,,50.37265396118164,5.498243808746338,,7.825976371765137,8.223342895507812,,,,,,8.974812507629395,,,5.1477370262146,9.13751220703125,1.834944725036621,,5.30818510055542,,,4.09011697769165,,5.767669677734375,6.254690647125244,12.22991180419922,3.31613826751709,1.533911943435669,,,5.309849262237549,9.306806564331056,5.034266471862793,6.987237453460693,11.355493545532228,,,,,15.417478561401367,9.616724967956545,4.2670087814331055,7.226951599121094,11.014066696166992,,,,5.404352188110352,7.342560291290283,,5.794471740722656,,8.942806243896484,,,5.250061988830566,3.855438709259033,2.821117877960205,,,4.474369525909424,8.895133018493652,15.213159561157228,,,,7.373960018157959,8.355133056640625,32.28109359741211,,5.487481594085693,5.801482200622559,,11.257604598999023,,20.99492835998535,8.616206169128418,7.803412437438965,,,5.886136531829834,12.855527877807615,,13.727371215820312,4.857414722442627,,9.248563766479492,21.3896484375,12.601449012756348,,23.01502990722656,4.63893985748291,,14.134187698364258,9.15923023223877,,9.752995491027832,11.064423561096191,9.87913990020752,6.582826137542725,,,13.406827926635742,,9.2684965133667,3.634129524230957,9.894593238830566,,,13.83742618560791,17.96221923828125,2.533913373947144,5.3036208152771,,6.450054168701172,12.14806842803955,,,6.565469741821289,,8.071281433105469,,,11.550454139709473,1.268073797225952,10.712411880493164,6.111719608306885,4.151979923248291,49.22630310058594,,16.68576431274414,2.022588014602661,35.72149658203125,,4.160109043121338,14.30922794342041,14.258498191833496,,,7.63320255279541,,1.3984243869781494,,2.8205971717834477,5.302878379821777,,1.1212221384048462,10.901399612426758,3.5164527893066406,13.78262710571289,3.954616069793701,,10.057018280029297,,10.814217567443848,2.5553295612335205,,12.030766487121582,,11.974064826965332,2.6332814693450928,,,,,,,7.986235618591309,,,4.656262397766113,10.3610258102417,14.748717308044434,,3.340439796447754,,6.430079936981201,,,,13.868048667907717,,3.904211044311523,2.925750732421875,4.787507057189941,,,4.35807466506958,0.6020390391349792,,,,12.690755844116213,,,4.144312858581543,15.340545654296877,5.808599948883057,6.540673732757568,,2.8251333236694336,,,,7.1222357749938965,,4.0711669921875,,4.301916599273682,2.2992160320281982,6.799574851989746,6.60327672958374,8.092950820922852,
1996-04-19,,0.1877367049455642,4.52177619934082,,,7.450750827789307,8.394370079040527,9.697386741638184,,10.565366744995115,,,255.31759643554688,,,10.492977142333984,3.3687186241149902,8.6875,9.511716842651367,,,,,,13.564544677734377,,13.98464012145996,9.158013343811035,,24.994686126708984,8.962640762329102,6.047248840332031,,9.935050964355469,,2.2630507946014404,,6.4002203941345215,6.885520458221436,,10.625,,50.7880973815918,5.4810638427734375,,7.781085968017578,8.17635440826416,,,,,,8.985618591308594,,,5.105952262878418,9.109087944030762,1.834944725036621,,5.387176990509033,,,3.969107627868652,,5.80463981628418,6.254690647125244,12.22991180419922,3.432966947555542,1.5858399868011477,,,5.3602614402771,9.348731994628906,5.050935745239258,6.977514266967773,11.42558479309082,,,,,15.47878646850586,9.81654453277588,4.385536193847656,7.284082412719727,10.871768951416016,,,,5.426143646240234,7.311580657958984,,5.747740745544434,,9.070562362670898,,,5.250061988830566,3.855438709259033,2.8354384899139404,,,4.4431915283203125,8.7247314453125,15.213159561157228,,,,7.357351779937744,8.185314178466797,32.23017120361328,,5.475009441375732,5.801482200622559,,11.417506217956545,,20.91744804382324,8.713896751403809,7.669328212738037,,,5.933992385864258,12.822142601013184,,13.638052940368652,4.845253467559815,,9.3125638961792,21.3896484375,12.586517333984377,,23.075439453125,4.603660583496094,,13.742775917053224,9.279969215393066,,9.721834182739258,10.973855018615724,9.788836479187012,6.648215293884277,,,13.217668533325195,,9.181052207946776,3.656020402908325,10.010998725891112,,,14.278105735778809,17.96221923828125,2.5659873485565186,5.345382690429688,,6.450054168701172,12.08309555053711,,,6.614100933074951,,7.9562482833862305,,,11.505775451660156,1.2520904541015625,10.79967975616455,6.169508457183838,4.180548191070557,49.02161407470703,,16.137685775756836,2.0107264518737797,34.44571304321289,,4.160109043121338,14.217696189880373,14.301000595092772,,,7.63320255279541,,1.4328685998916626,,2.8428070545196533,5.302878379821777,,1.109663486480713,11.021852493286133,3.4826393127441406,13.698410987854004,4.02651834487915,,9.96775245666504,,10.984796524047852,2.6170525550842285,,11.88161563873291,,12.45786190032959,2.5896360874176025,,,,,,,7.986235618591309,,,4.656262397766113,10.487765312194824,15.023290634155272,,3.359419584274292,,6.439238548278809,,,,14.44111156463623,,3.873709201812744,2.9405276775360107,4.586634159088135,,,4.293900966644287,0.6076395511627197,,,,12.749918937683104,,,4.097853183746338,15.318314552307127,5.808599948883057,6.459061145782471,,2.8577938079833984,,,,7.40712833404541,,4.127712249755859,,4.301916599273682,2.338186264038086,6.660807132720947,6.585806369781494,8.105308532714844,
1996-04-22,,0.1882047951221466,4.494620323181152,,,7.30654239654541,8.532896041870117,10.167562484741213,,10.532756805419922,,,258.42681884765625,,,10.36693000793457,3.3687186241149902,8.6875,9.532854080200195,,,,,,13.535245895385742,,14.109233856201172,9.305723190307615,,25.341291427612305,9.079038619995115,5.961105346679688,,10.027047157287598,,2.233564853668213,,6.3665313720703125,6.853984355926514,,10.59375,,51.09968185424805,5.515425682067871,,7.840934753417969,8.293827056884766,,,,,,9.028816223144531,,,5.181163787841797,9.066457748413086,1.8480533361434937,,5.545156478881836,,,4.138521194458008,,5.80463981628418,6.296393394470215,12.307644844055176,3.3700592517852783,1.637770414352417,,,5.377063274383545,9.348731994628906,5.100944995880127,6.967799186706543,11.56577491760254,,,,,15.356173515319824,9.966423034667969,4.346027851104736,7.284082412719727,10.729470252990724,,,,5.426143646240234,7.311580657958984,,5.747740745544434,,9.652559280395508,,,5.271936416625977,3.800094604492188,2.821117877960205,,,4.474369525909424,8.7247314453125,15.26320457458496,,,,7.373960018157959,8.42306137084961,32.38291549682617,,5.412650108337402,5.930404186248779,,11.32156467437744,,20.95618438720703,9.06558322906494,7.72296142578125,,,5.918042182922363,12.88892650604248,,13.608262062072754,4.924286842346191,,9.34456729888916,21.06057929992676,12.81047821044922,,23.01502990722656,4.78004789352417,,13.786261558532717,9.331719398498535,,9.815314292907717,10.868191719055176,9.662408828735352,6.670016288757324,,,13.595992088317873,,9.39965534210205,3.546560287475586,10.077519416809082,,,13.74929141998291,18.202119827270508,2.5659873485565186,5.491540908813477,,6.421126365661621,12.342950820922852,,,6.711369514465332,,8.052103042602539,,,11.550454139709473,1.250314235687256,10.756046295166016,6.183961868286133,4.294823169708252,48.71459197998047,,16.07678985595703,2.022588014602661,35.40253829956055,,4.12582540512085,14.46177864074707,14.237253189086914,,,7.264593124389648,,1.4397566318511963,,2.9427499771118164,5.327772617340088,,1.1385598182678225,10.961627006530762,3.4657344818115234,13.726480484008787,4.012138843536377,,10.131407737731934,,11.155363082885742,2.64174222946167,,11.831908226013184,,12.306679725646973,2.604184150695801,,,,,,,8.074573516845703,,,4.642995834350586,10.72540283203125,15.219414710998535,,3.340439796447754,,6.439238548278809,,,,14.555720329284668,,3.919463396072388,2.984858512878418,4.754029750823975,,,4.247228622436523,0.6188402771949768,,,,12.986573219299316,,,4.116436958312988,15.58509922027588,5.60288143157959,6.435746192932129,,2.868680477142334,,,,7.663527965545654,,4.141849517822266,,4.345589637756348,2.3511765003204346,6.678152084350586,6.60327672958374,8.105308532714844,
1996-04-23,,0.1853959709405899,4.535358428955078,,,7.3546142578125,8.422073364257812,10.050016403198242,,10.532756805419922,,,259.80889892578125,,,10.05182933807373,3.5156784057617188,8.6875,9.617401123046877,,,,15.162663459777832,,13.212969779968262,,14.171521186828612,9.256486892700195,,25.07171440124512,9.093584060668944,5.978330135345459,,10.042375564575195,,2.3146519660949707,,6.4002203941345215,6.801424980163574,,10.65625,,52.03442001342773,5.429513454437256,,7.825976371765137,8.387811660766602,,,,,,9.309615135192873,,,5.153923511505127,9.180140495300291,1.7825186252593994,,5.797928333282471,,,4.114320278167725,,5.97101640701294,6.379789352416992,12.255813598632812,3.4958746433258057,1.661738395690918,,,5.377063274383545,9.663151741027832,5.067605018615723,6.9192094802856445,11.81110954284668,,,,,15.141613960266112,9.966423034667969,4.2670087814331055,7.226951599121094,10.672551155090332,,,,5.447936058044434,7.311580657958984,,5.794471740722656,,9.581581115722656,,,5.250061988830566,3.781648397445679,2.849759101867676,,,4.505551338195801,9.065537452697754,15.138087272644045,,,,7.34074592590332,8.40608024597168,32.332008361816406,,5.462539196014404,5.994863033294678,,11.32156467437744,,20.91744804382324,8.94835090637207,7.937490463256836,,,5.886136531829834,12.68857479095459,,13.786927223205566,5.015476703643799,,9.456570625305176,21.17027473449707,12.780614852905272,,23.01502990722656,4.805400371551514,,13.742775917053224,9.348969459533691,,9.815314292907717,10.928571701049805,9.698533058166504,6.757205486297607,,,13.525057792663574,,9.443371772766112,3.57939887046814,10.127408027648926,,,13.484877586364746,18.38203239440918,2.598062515258789,5.136575698852539,,6.3922038078308105,12.245502471923828,,,6.662735462188721,,8.071281433105469,,,11.52811336517334,1.24853777885437,10.777864456176758,6.256204128265381,4.290060997009277,50.556766510009766,,16.19858741760254,2.0344507694244385,35.561988830566406,,4.097252368927002,14.888920783996582,14.109752655029297,,,7.0956549644470215,,1.4190917015075684,,3.020482063293457,5.377568244934082,,1.173237919807434,10.961627006530762,3.4826393127441406,13.642271041870115,3.940238952636719,,10.116525650024414,,11.360052108764648,2.6293983459472656,,11.831908226013184,,12.548577308654783,2.604184150695801,,,,,,,8.198256492614746,,,4.682794570922852,10.646191596984863,15.140969276428224,,3.302481174468994,,6.494191646575928,,,,14.297845840454102,,3.965214729309082,2.977468967437744,4.92142391204834,,,4.340575218200684,0.6496424078941345,,,,13.075328826904297,,,4.265111923217773,15.674033164978027,5.675488471984863,6.400769233703613,,2.8577938079833984,,,,7.549568176269531,,4.141849517822266,,4.389262676239014,2.3771557807922363,6.660807132720947,6.60327672958374,8.364775657653809,
1996-04-24,,0.1816508620977401,4.399567604064941,,,7.30654239654541,8.394370079040527,10.050016403198242,,10.630585670471191,,,255.31759643554688,,,10.083334922790527,3.820896863937378,9.1875,9.321481704711914,,,,15.02356243133545,,13.388755798339844,,14.23381519317627,9.182631492614746,,24.802114486694336,9.079038619995115,5.943878650665283,,9.827726364135742,,2.292537212371826,,6.332845687866211,6.801424980163574,,10.53125,,51.203556060791016,5.360788822174072,,7.751156330108643,8.293827056884766,,,,,,9.687617301940918,,,5.095068454742432,9.097752571105955,1.7956247329711914,,5.7505364418029785,,,4.114320278167725,,6.007987976074219,6.296393394470215,12.22991180419922,3.698077917098999,1.6537479162216189,,,5.309849262237549,9.74699878692627,5.100944995880127,6.831749439239502,11.846156120300291,,,,,14.865761756896973,10.241190910339355,4.306516647338867,7.198385715484619,10.683218955993652,,,,5.513309001922607,7.342560291290283,,5.794471740722656,,9.553197860717772,,,5.261003494262695,3.781648397445679,2.849759101867676,,,4.458779335021973,9.1677885055542,15.838696479797363,,,,7.324137210845947,8.457025527954102,32.179256439208984,,5.350295543670654,5.9733757972717285,,11.32156467437744,,20.8399715423584,9.026503562927246,7.883856296539307,,,5.87018632888794,12.655184745788574,,13.727371215820312,5.161381721496582,,9.472573280334473,21.27996635437012,12.750752449035645,,22.89422035217285,4.956432819366455,,13.612303733825684,9.400718688964844,,9.846478462219238,10.83800220489502,9.644350051879885,6.691812992095947,,,13.548700332641602,,9.370506286621094,3.634129524230957,10.094141006469728,,,13.044200897216797,18.621923446655277,2.587369680404663,5.094815731048584,,6.363276481628418,12.21302318572998,,,6.614100933074951,,7.917902946472168,,,11.572803497314451,1.237881779670715,10.537867546081545,6.227304935455322,4.247207164764404,51.78484725952149,,17.660112380981445,2.022588014602661,35.482269287109375,,4.102966785430908,14.858403205871582,14.38600254058838,,,6.880632400512695,,1.446646809577942,,3.076004981994629,5.377568244934082,,1.144339919090271,10.841168403625488,3.550262451171875,13.333498001098633,3.868337869644165,,10.057018280029297,,11.428277015686035,2.5429861545562744,,11.831908226013184,,12.397380828857422,2.6187310218811035,,,,,,,8.092243194580078,,,4.72258996963501,10.97887897491455,15.023290634155272,,3.37839937210083,,6.53083610534668,,,,14.26918888092041,,3.9804630279541016,2.970080614089966,5.1222968101501465,,,4.323071479797363,0.6496424078941345,,,,13.045734405517578,,,4.3766188621521,15.674033164978027,5.639184951782227,6.435746192932129,,2.8795673847198486,,,,7.449860572814941,,4.1135783195495605,,4.465696811676025,2.3771557807922363,6.626119136810303,6.515934467315674,8.327710151672363,
1996-04-25,,0.1863323450088501,4.453884601593018,,,7.3546142578125,8.422073364257812,9.991247177124023,,10.663198471069336,,,250.48068237304688,,,10.05182933807373,3.741766214370728,9.375,9.575124740600586,,,,15.02356243133545,,13.388755798339844,,14.264966011047363,9.354963302612305,,24.802114486694336,9.1954345703125,5.978330135345459,,9.735739707946776,,2.336765050888061,,6.45074462890625,6.864496231079102,,10.25,,51.51513671875,5.360788822174072,,7.975611209869385,8.41130542755127,,,,,,9.460819244384766,,,5.145514965057373,9.283705711364746,1.7825186252593994,,5.829525947570801,,,4.065914630889893,,6.007987976074219,6.338089466094971,12.48901653289795,3.684598207473755,1.6537479162216189,,,5.3602614402771,9.62122631072998,5.100944995880127,6.783158302307129,11.846156120300291,,,,,15.019014358520508,10.590880393981934,4.187991142272949,7.169820785522461,10.587164878845217,,,,5.513309001922607,7.342560291290283,,5.841201305389404,,9.553197860717772,,,5.304749011993408,3.763201713562012,2.849759101867676,,,4.39641809463501,9.372264862060549,16.314104080200195,,,,7.373960018157959,8.457025527954102,31.771928787231445,,5.4999542236328125,5.951892852783203,,11.32156467437744,,21.072404861450195,9.026503562927246,7.910675525665283,,,5.98184871673584,12.521624565124512,,13.876255989074709,5.34984302520752,,9.5045747756958,21.499340057373047,12.929917335510254,,23.92113494873047,4.912338733673096,,14.003713607788086,9.590456008911133,,9.78415870666504,10.883289337158203,9.861074447631836,6.735409259796143,,,13.57234001159668,,9.47252082824707,3.601289987564087,10.127408027648926,,,13.30860424041748,18.77186393737793,2.651519536972046,4.927771091461182,,6.305428981781006,12.310468673706056,,,6.614100933074951,,7.975421905517578,,,11.617477416992188,1.2414333820343018,10.494237899780272,6.227304935455322,4.294823169708252,52.29655838012695,,18.63445854187012,2.022588014602661,36.99726486206055,,4.022963523864746,14.91943359375,14.513489723205566,,,7.003499984741211,,1.4604240655899048,,3.053795099258423,5.377568244934082,,1.1558994054794312,10.901399612426758,3.533357620239258,13.445780754089355,3.8395729064941406,,10.176034927368164,,11.462390899658203,2.592364549636841,,11.88161563873291,,12.276433944702148,2.6187310218811035,,,,,,,8.198256492614746,,,4.76238489151001,11.07394027709961,15.140969276428224,,3.416357040405273,,6.503358364105225,,,,14.21188259124756,,4.010964870452881,2.9626917839050293,5.25621509552002,,,4.323071479797363,0.6580427289009094,,,,13.104903221130373,,,4.3766188621521,15.562868118286133,5.687590599060059,6.400769233703613,,2.885010242462158,,,,7.620790958404541,,4.0711669921875,,4.509370803833008,2.4031364917755127,6.695499897003174,6.515934467315674,8.352420806884766,
